Genes	D:\data\Ksyusha\dia_17.11.21\ost_d8_cont_Slot1-25_1_2486.d	D:\data\Ksyusha\dia_17.11.21\ost_d8_dif_Slot1-27_1_2500.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_cont_Slot1-36_1_2498.d	D:\data\Ksyusha\dia_17.11.21\ost_d9_dif_Slot1-42_1_2497.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_cont_Slot1-41_1_2482.d	D:\data\Ksyusha\dia_17.11.21\ost_d11_dif_Slot1-33_1_2484.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_cont_Slot1-21_1_2488.d	D:\data\Ksyusha\dia_17.11.21\ost_d12_dif_Slot1-38_1_2478.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_cont_Slot1-37_1_2491.d	D:\data\Ksyusha\dia_17.11.21\ost_d20_dif_Slot1-30_1_2495.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_cont_Slot1-20_1_2493.d	D:\data\Ksyusha\dia_17.11.21\ost_d22_dif_Slot1-32_1_2480.d	D:\data\Ksyusha\dia_17.11.21\vic_213_cont_Slot1-29_1_2489.d	D:\data\Ksyusha\dia_17.11.21\vic_213_dif_Slot1-35_1_2494.d	D:\data\Ksyusha\dia_17.11.21\vic_426_cont_Slot1-19_1_2487.d	D:\data\Ksyusha\dia_17.11.21\vic_426_dif_Slot1-26_1_2492.d	D:\data\Ksyusha\dia_17.11.21\vic_431_cont_Slot1-24_1_2481.d	D:\data\Ksyusha\dia_17.11.21\vic_431_dif_Slot1-31_1_2483.d	D:\data\Ksyusha\dia_17.11.21\vic_432_cont_Slot1-22_1_2479.d	D:\data\Ksyusha\dia_17.11.21\vic_432_dif_Slot1-39_1_2496.d	D:\data\Ksyusha\dia_17.11.21\vic_482_cont_Slot1-40_1_2485.d	D:\data\Ksyusha\dia_17.11.21\vic_482_dif_Slot1-23_1_2499.d	D:\data\Ksyusha\dia_17.11.21\vic_494_cont_Slot1-34_1_2490.d	D:\data\Ksyusha\dia_17.11.21\vic_494_dif_Slot1-28_1_2477.d
STRN	5260.09	6299.66	6610.98	8629.6	5654.45	6525.5	5707.2	6698.45	6592.21	7577.06	6040.18	5902.99	3632.9	6214.42	2893.72	2787.06	2778.29	4709.21	3127.24	4426.97	3507.91	5980.82	4914.7	4769.9
STRN3	7125.96	6452.5	8139.77	5718.82	5536.67	5170.86	5918.19	5258.09	8089.23	5911.09	5703.06	5488.56	2906.18	5304.37	3861.06	4567.48	5743.08	6067.05	5467.94	6016.61	4244.71	6508.4	5298.06	5783.97
STRN4	2735.6	2561.21	3149.4	1886.26	4166.25	3186.66	3206.15	3361.48	3860.37	2609.83	2853.16	3267.97	2193.51	2459.51	2153.59	2242.87	2127.82	2440.67	3097.94	1982.53	2002.85	2318.64	3506.62	2075.82
STRN;STRN3	5842.85	6952.1	4646.96	7565.85	3985.26	6207.63	2126.99	4897.69	5141.02	4447.4	4673.28	7110.36	3823.15	5734.52	3110.94	2662.76	3787.99	5381.35	4617.19	7286.77	5107.37	4045.81	3813.23	5643.87
STS	1873.95	1078.19	1473.93	746.558	2323.01	3601.55	4344.16	5936.46	1417.32	1350.54	3600.32	4306.95	1105.86	1623.19	1494.43	1192.39	1195.72	1293.51	1699.44	1985.74	1404.95	2113.99	1854.47	2361
STT3A	35643.3	45219.2	29977.5	32252.1	22873.2	33493.5	26806.1	27294.5	33203	44927.9	34979.4	35076.5	35073.2	43260.5	35336.1	37239	48334.8	34741.1	47736.6	34329.4	35626.4	47229.8	41171.4	50780.3
STT3A;STT3B					2895.09				4044.28	4992.72			61750.2		31877.1	20013.8	49406.4	1455.52	10809.4		37496.2		3568.35	9488.57
STT3B	13957.3	20990.1	19570.6	18432.7	9113.36	16914.6	13797.1	14370.3	16955.6	20069.8	17528.9	19493.7	14023.9	13610.3	13016.1	10098.6	14152.2	16241.3	16131.4	16293.6	13450.7	14321.7	12379.4	18403.9
STUB1	12378.4	12694.1	12689.8	10087.1	15179.7	17161	10293.7	15709.8	16683.6	11698.4	11258.5	14561.9	9906.15	8649.14	10129.2	6992.62	8274.18	8931.29	12126	6013.35	11964.4	11515.8	10980.6	9416.54
STX10	2251.81	1038.36	1624.57	1175.9	2817.9	3466.64	2447.69	1587.29	1637.83	1461.35	2233.39	2318.56	2167.18	1477.56	1876.3	1212.2	1843.45	1890.15	2623.21	2183.94	1552.35	1897.67	2833.49	2174.47
STX12	12815.1	14843	21030	12531.1	12703.5	11433.8	8188.17	9571.47	21781.7	21553.9	18233.6	15563.4	15824.8	20971.1	21585.4	25350.2	24920.7	14644.9	14735.9	15303.5	16650.5	15649.4	18225.9	16652.4
STX16	1847.21	1750.8	3188.29	2036.86	1524.47	2677.71	1566.14	2100.75	2322.2	2864.1	2128.54	1979.26	2227.8	1446.64	2028.95	2209.7	2414.47	2838.78	2253.59	2808.1	1343.96	3232.9	2488.66	2729.54
STX17	1044.17	730.553	489.485	526.962	932.709	846.607	555.404	1173.68	1123.56	1064.97	1234.12	1333.93	1373.04	610.579	421.266	1768.29	1768.36	728.979	1214.53	1426.18	1023.77	1112.04	867.751	718.488
STX18	8561.16	7635.57	7608.65	9482.93	8402.43	7068.17	8502.57	6973.7	8858.87	6908.3	5402.57	8588.77	5364.76	6398.58	3316.61	4997.53	5243.72	5673.6	6211.32	3564.63	4794.64	4434.81	4484.88	5863.04
STX2	990.829	1227.69	2239.09	1872.81	1284.67	637.073	1723.17	1861.5	1803.05	953.148	2573.1	1937.29	102.101	2695.28	140.392	1009.54	1436.54	1479.84	1679.94	2329.51	203.874	1000.58	1027.14	945.688
STX3	1153.81	3319.86	879.629	924.355		643.334	765.33	515.603	1599.45	1307.27	1141.65	554.904	1089.47	1202.15	1297.88	1364.12	493.261	791.198	428.652	760.757	1148.28	1890.36	888.179	948.876
STX4	6994.01	4475.44	7511.75	4242.79	6682.59	7524.04	5906.88	7115.51	5566.53	6833.14	7196.16	6105.13	4628.75	5130.68	3859.29	4225.5	4398.47	6733.88	4913.81	6454.21	6017.07	6603.77	7573.3	6818.16
STX5	7116.18	2212.29	3899.57	6110.51	4248.09	5243.57	4515.35	4518.39	4330.16	2781.22	4174.9	3562.28	2706.37	3472.16	3556.31	2224.29	3883.01	2658.51	4755.01	2946.71	2229.2	3066.86	4134.14	3601.26
STX6	5560.53	2599.01	2382.98	4836.78	3496.91	1893.02		3339.61	3530.5	2262.22	3808.35	1130.14	4038.45	2265.27	3457.86	1496.51	1914.82	1460.91	838.121	1425.38	3598.17	2882.27	3271.25	3305.93
STX7	24472.3	18621.8	39461.9	15699.6	23788.3	23087.1	18229.2	20759.3	36776.1	39983.2	39066	27639.1	28621.1	40551.7	25867.5	31494.1	22797	27738.5	17646.9	27261.3	24470.2	28023	32182.8	27085.7
STX8	1946.65	840.961	2362.12	1600.59	2769.54	1313.49	1883.73	1513.58	2529.43	1642.24	3456.99	2473.73	3834.95	1977.75	3340.34	1692.17	2354.2	1895.71	2311.38	2304.02	3663.89	1924.2	2636.98	2784.69
STXBP1	11750.9	10256.3	13907.4	11385.8	8386.32	9334.19	7762.93	9143.59	13854.4	13353.4	10573	12064.1	8187.73	14700.1	10462.5	19112.5	12686.4	15730.5	11197.8	15867.5	6805.34	9629.91	10817.7	10923.8
STXBP2	590.649	247.71	703.856	526.845	1116.11		2075.95		467.261	212.428	195.165	1086.69	548.323	953.482	1222.96	2791.28	3479.92	4568.58	2464.44	2407.25	694.687	612.367	1179.51	1394.61
STXBP3	30282	20809.7	28734.4	20774.1	21498.8	22790.5	24894.7	25962.2	23677.4	24248.4	25477.1	22836.6	18932.6	29132.2	17659.4	26606	22940.8	32457.8	22455.2	35845	18883.9	24065.4	27311.2	21965.6
STXBP4	1137.43	2361.07	808.96	2281.93	443.342	2273.98	402.327	1710.94	911.242	1052.09	2528.87	2628.67	271.579	898.876					2464.93		550.28	1069.22		1458.27
STXBP5	6960.92	9483.17	9204.17	9022.95	6414.43	10766.9	8228.36	13766.6	7741.44	13423	9657.29	11541.2	3924.84	4841.4	4006.11	5943.1	4581.07	4171.23	3372.66	4629.75	3832.33	6832.53	3852.54	6981.17
SUB1	22286.9	7309.75	22499	6385.13	49431.4	22344.7	29203.2	19216.8	21451.9	10795.7	22990.7	16433.9	23469	1614.15	22162.4		22593.1	187.756	29949.7	1240.48	34885.4	17971.8	39802.9	27229.6
SUCLA2	25652.2	31739.5	29646.8	29481.9	28393.2	27801	23042	20781.7	29792.8	36673.4	27620.5	31160.1	29150.4	33838.4	23816.1	46080.2	33499.8	42432.6	22913.2	33548.2	27078.5	17832.5	23244.2	23875.2
SUCLG1	38496.6	36619.6	51506.9	29781.9	43319.7	51197.5	35868.9	47364.3	39483	44965.3	52016	56675.8	25711	47143.4	24459.6	41909.3	32859.1	59159.6	25801.2	41369.4	27174.3	35572.5	26786.4	31375.1
SUCLG2	33124.8	36766.3	51316.6	32279.5	44346.7	49962.1	37263.1	43375	39624.3	52054.3	49989	54153.2	30039.8	37908.7	29403.6	39879.1	38662.7	39283.6	24653.5	34701.4	36310.6	37794.9	26047	26938.2
SUFU	1247.19	992.172	1210.06	786.866	753.239	1258.51	1360.46	1508.57	628.587	535.029	967.609	1145.24	537.762	510.09	338.304	291.657	620.96	447.158	1450.23	315.319	336.139	1024.85	938.299	715.274
SUGCT	250.752	117.526		68.2591	867.439	200.42	173.749	727.62	379.779	378.027	419.273	342.438	147.411	245.092		1092.06	754.92	355.583	688.483			117.831	366.915	109.459
SUGP1	2277.82	914.396	1940.39	1701.3	2781.48	1502.45	1758.73	1631.63	2782.99	572.765	2839.61	2115.01	1738.26	2323.26	693.435	749.576	788.213	529.874	1616.44	842.497	1200.44	1176.39	2458.27	2549.81
SUGP2	1796.49	1738.33	2018.08	983.823	2653.19	1702.34	2065.71	2134.15	2651.53	1384.89	2603.19	2092.45	1103.48	1361.97			95.297		132.674		1204.42	912.884	2265.24	1344.58
SUGT1	23251.3	28436.4	22469.5	20769.8	22443.5	27109.8	18650.1	21622.1	27784.4	20492.2	25458.9	23571.5	18928.9	24203.5	17374.7	13208.4	18171.2	20135.5	23883.6	19620.4	22438.2	25486.4	25051.9	21841.1
SULF1	6583.47	3804.37	11964	6380.91	16987.2	13123.6	9897.25	9073.63	5314.93	4618.2	10089.3	9340.92	749.892		4447.04		2556.48	1073.31	815.413		1103.69	1390.05	1452.85	
SULT1A1	1188.79	1288.98	2735.36	1969.91					232.187	2094.48	890.527	792.258	3730.72	9368.27	17267.2	20526.9	25831	15771.7	2649.89	2394.87	2367.33	4035.79	23590	18749.3
SULT1A1;SULT1A2	1254.82	988.373	2470.76	1112.48	619.077	265.491			1408.28	1464.37	912.286	866.323	4835.49	5399.69	14354.7	16516.3	24081.2	12598.4	1725.13	1601.92	2756.21	3565.26	24703.8	23395.9
SULT1A1;SULT1A2;SULT1A3;SULT1A4		4949.42				1525.93			902.958	1566.71			2783.61	2114.72	6769.05	12231.3	14449.7	7644.8	2073.88	1419.57	1663.37	2316.03	12081.6	10574
SULT1A1;SULT1A3;SULT1A4	92.8054	115.844	458.873			40.2044		364.448	277.155	1483.66	150.916	163.864	1742.65	1461.28	9780.59	17643.2	21558.2	9255.44	1928.65	669.066	2295.4	338.66	7458.77	13490.7
SULT1A3;SULT1A4	903.909		1197.53	774.411		793.175	2086.79	602.792		1026.9	1117.93	606.223						230.833			176.024			
SUMF1	1080.24	3079.32	3452.48	2124.22	6700.48	3594.13	2812.41	2643.03	5353.76	5319.61	4519.79	3794.19	10726.1	4163.89	5835.51	3067.58	3883.89	3863.35	4916.6	5232.77	6990.83	7310.32	6367.24	8414.66
SUMF2	31272	28848.9	45546.3	31390.2	45934.1	31625.9	36115.1	26022.1	28496.3	28336.9	42252.6	35785.3	13149.7	13395.6	26005.1	11437.4	24683.4	21178.7	21935.4	22657.4	27163.9	37086.9	32460.3	28213.1
SUMO1	5058.09	8695.28	10380.4	7100.19	19677.5	13330.6	6765.79	7450.59	12977.3	12186.2	12894.9	8241.03	11472.5	8129.22	4290.22	3613.21	7011.21	6257.85	6532.52	8089.33	11428.5	11541.2	13611.8	13894.2
SUMO2	64205.4	87011.1	102938	59763.7	98765	82074.7	71250	70152.5	72750.8	54572.2	45175.2	70503	39263.9	49975.5	32046.6	33346.3	44861.6	51796.8	49460.2	58812.1	48146.1	65335.8	61847.2	64446.9
SUMO3	1013.98	607.58	1154.18	1376.4	1170.76	1268.47	1654.92	1000.58	692.868	1242.01	797.655	1058.36	217.027	666.088		438.104	740.283	502.332	677.277	622.808	781.554	1014.31	427.894	679.146
SUN1	3098.74	1404.64	5482.9	1921.21	3630.64	3540.35	7067.76	5083.75	4203.96	1441.4	3804.07	2286.24	3104.25	2398.66	450.644		560.95		960.059	147.949	1643.18	1973.29	1879.76	2502.19
SUN2	13632.4	13251.7	11926.4	12507.1	18858.9	18933.1	22364.9	24244.3	13690.8	11592.8	17921.9	16974	19947.4	10236	6336.92	1195.05	6325.16	2323.49	6949.91	2956.05	12261.6	13582.4	12177.6	19948
SUOX	1496.29	2001.35	3121.5	2222.75	1572.2	2291.48	1908.98	2248.56	2087.45	1763.95	3030.92	2410.5	2909.09	2567.73	578.262	3085.34	2060.38	4096.33	2031.38	3135.77	1266.14	1806.76	1602.48	1441.26
SUPT16H	14187.5	2831.72	9571.6	2653.66	18354.1	17273.5	22209.9	17879.4	10240.1	7574.21	14948.7	11618.6	13269.6	2696.17	5054.78		6130.38	1200.71	9424.02	1646.05	14005.3	13682.9	16333.7	14239.3
SUPT4H1	5717.26	1956.08	2012.44	1715.46	3659.98	2090.3	2760	3730.42	2169.06	2189.48	1814.96	2473.7	2346.13	1619.32	1345.45	414.075	1713.42		1576.5		3489.04	2697.45	3632.98	3628.53
SUPT5H	4690.85	4040.59	3669.21	3708.3	5330.88	5469.08	5366.13	7281.13	3626.82	3391.17	4386.86	4856.39	3859.71	2629.74	2403.27	2010.35	2198.09		2840.82	707.323	4287.01	5819.73	5161.17	4967.95
SUPT6H	2210.02	2265.58	2722.55	1752.49	3136.83	3788.3	3338.43	3003.25	3240.87	2026.04	3379.78	2461.81	2330.45	461.32	1142.92	1936.12	910.623		1719.33	1392.17	2856.7	3500.4	3208.29	3396.96
SUPV3L1	4086.97	3154.41	4376.99	2357.85	2226.32	3693.04	3200.89	3472.45	3978.55	4849.86	4990.78	3290.53	3616.21	5222.32	3103.32	4935.78	3817.21	3708.85	3102.36	4855.42	3327.15	4198	4240.41	4391.06
SURF1	4160.17	2169.24	4727.54	1840	4931.28	4156.44	5191.06	3745.22	4973.09	4113.02	5267.95	3134.55	2169.32	2600.33	2981.49	3234.85	4122.28	3855.41	4663.17	4003.22	3333.61	2135.73	2111.87	3035.37
SURF4	51262.7	69310	48765.7	65692.1	34099.6	34774.6	44963.6	33005.7	44508.7	63862.6	48390.7	43026.7	41480.6	66501.2	43022.1	83326.1	64801.1	80172.5	60348.4	71583.1	52650.9	50686.8	36998.5	54648
SURF6	291.618		393.147	215.985	412.193	579.526	545.173	484.043	580.891	20.0229		96.1909		204.903							216.783	156.323	265.655	180.519
SUSD2		1405.83	6532.3	12931.3		3885.35		5615.9		765.167	931.462	3175.3	711.594	3140.21		2999.17	1348.82	2827.58	1787.67	507.698	1817.51	4324.11	626.024	5871.73
SUSD5	4175.24	9046.36	7556.91	15815.9	5806.27	8269	5790.54	14708.5	4934.47	11106.9	7179.42	19591.3	1067.72	5324.49	2341.88	2590.86	2967.61	4002.23	2367.59	5068.54	2621.87	9165.64	3520.06	7718.17
SVBP	87.5827		216.112		534.478	136.66			223.435	268.732	142.191	225.761	207.092		169.323			190.536	141.561		31.4494			278.921
SVEP1	398.168		661.113	3552.49	269.547	735.3	396.681	1110.48	1445.11			808.677	458.436	655.413	545.919	914.71		927.593	561.87	201.495		576.825		2990.46
SVIL	4676.73	4302.37	8999.55	4951.37	10105.7	6634.61	6154.21	4836.9	5260.38	4553.69	6806.05	4568.36	9867.47	10131.2	2782.51	2984.42	3487.04	2422.14	4307.02	3980.53	6089.49	9363.59	7774.63	9499.4
SVIP	236.581	215.186	1108.34		265.449	979.522	855.56	547.734	1114.72	832.937	1212.02	434.96	317.827	625.083	801.905	185.15	403.561	415.953	168.172	375.525	579.784	590.021	333.753	
SWAP70	16934.4	18291.3	16277.4	20347.7	14847.8	25198.9	20287.3	30273.3	16678.8	19436.2	15956.8	25860.3	8914.16	19296.7	9074.04	16118.8	11020.1	19406.2	12912.1	17008.2	8887.54	19155.5	11651.2	15868.4
SYAP1	4438.27	5557.19	5258.08	4598.75	8631.08	8401.47	4452.33	3570.22	5563.61	4191.01	6776.82	6766.32	2262.05	2999.24	1976.22	2258.28	2478.02	2692.43	3459.02	2473.36	5377.87	6831.03	3522.84	2953.32
SYDE1	3398.15	4604.24	3197.56	3676.76	2375.54	3203.69	3121.44	3355.56	2580.92	3815.93	2940.91	4983.95	2666.56	523.537	2020.99		1687.58		3613	1067.24	1583.43	3770.88	3581.02	5169.21
SYF2	1646.89	995.057	1064.87	766.492	915.687	1147.04	2024.56	977.951	1171.61	833.907	1124.41	853.823	708.395	1280.24		806.331			480.133		1795.59	1427.78	1196.28	409.354
SYMPK	1319.6	1274.05	2216.07	800.211	1998.6	2233.42	2429.91	1799.58	1462.49	1105.29	1485.07	1732.45	1091.24	1877.64	596.413	623.407		778.535	232.49	580.844	1550.27	1720.27	1868.59	1703.98
SYNC	3246.25	1869.37	2786.57	1477.98	5193.61	2490.58	3126.81	2466.83	2684.64	1585.48	2578.05	2120.48	5690.9	2085.41	6008.06	1994.71	6577.32	2790.23	4352.88	3110.37	3980.07	2549.85	2710.34	2129.09
SYNCRIP	84274.6	80033.6	77047.3	75832.9	106883	107139	111053	102389	90632.5	76511.2	81366.6	91866.4	66465.3	128282	49943.5	40794.1	71710	45935	65672.1	46060.2	89700.8	115309	107633	92127
SYNE1	11220.5	7421.43	10004.1	5664.16	6689.2	6915.71	9655.81	8012.04	11066	6544.5	10487.2	8766.35	4472.19	5185.35	2802.44	3201.41	2853.62	4196.69	3482.15	5688.01	5010.67	4665.28	6656.49	6033.46
SYNE2		634.241			631.641	1011.83	2271.66	1455.13		246.632	620.058	615.845	202.953	780.434				248.602			416.124	1226.95	467.995	1204.66
SYNE3	2182.48	2043.95	2243.11	2408.74	2149.97	3381.23	5290.49	5880.52	2307.04	2763.58	3072.43	3563.11	1870.24	2770.75						189.989	1444.11	2224.18	1154.54	2249.83
SYNGR1					574.798		1834.19		3454.31		1836.9		2730	2176.95	3312.28	6095.77	4964.09	3504.84	1820.25	3970.26	4384.25	3011.83	3924.48	3878.23
SYNGR2			393.549						496.175	215.878		4180.25	3675.67	1741	11828.6	5829.48	8640.95	12733.9	7450.32	11149.3	2759.7	1755.03	3100.11	2130.47
SYNJ1	1590.43	1768.65	666.006	2125.46		1274.69	2486.84	2957.6	647.163	961.867	1150.36	1540.08	458.803	1483.1		809.273	865.932	1389.57	543.666	1282.14	530.495	1002.42	975.573	1239.75
SYNJ2	3884.74	1955	3375.54	2116.27	4120.6	1945.46	5780.17	1411.6	4906.02	1819.81	4886.96	1729.32	2793.74	2061	2626.21	1562.08	2757.59	2031.06	2990.97	3105.31	3440.24	2280.73	3814.42	2233.91
SYNJ2BP	11379.3	15152	15844.7	10620.2	10327.9	15284	10606.5	16258.7	14488.7	13268.9	17894.5	16968.9	5129.16	16497.9	5456.93	7750.36	9558.45	20017.1	9750.86	19527.4	8814.55	17336.1	11979.6	9453.07
SYNM	1093.13	1392.37	1098.47	905.152	2644.47	1450.88	5303.29	4507.04	2115	1450.02	1534.7	1640.57	780.934	1044.86	307.188	722.352		426.565	3989.28	667.833	708.13	224.242	957.505	659.244
SYNPO	3822.24	3730.79	4048.49	4131.85	3871.56	1616.59	2811.87	1893.48	2412.26	2476.97	2714.21	2828.79	4995.41	1997.46	807.706	1962.76	1774.04	1595.97	1202.15	2159.47	2079.44	2828.46	11492.8	6880.03
SYNPO2	19864.8	5995.03	26552.7	8623.4	2057.29	1483.75	1613.2	1063.75	23203.6	15369.8	4037.27	2923.82	5615.81	3755.48	3379.23	5921.18	3480.05	6103.66		1521.75	3303.13	3141.34	3769.41	7371.22
SYNRG			277.366		206.85	157.391	486.665	111.472	642.702	722.557	223.093	221.459	264.224	298.972	272.329	237.326	550.243		228.161		48.6775	376.137	368.529	158.524
SYPL1	13836.7	25884.4	13879.6	38632.4	20554.1	16282	19888	13756	14005.4	26528.5	16634.2	19598.7	13247.3	45686	10167.8	25962	13471.5	29617.8	8818.44	15889.6	8852.1	26626.6	14323.7	14887.7
SYPL2	83.8895		149.282	136.622		369.645	80.027		496.864	746.777		474.218	35.2738	74.7007	71.8598									
SYT11	1636.83	1530.73	484.828	845.004	1251.95	2216.9	1412.65	1484.63	1289.4	1388.29	2929.83	876.806	2614.22	512.503	923.008		420.968	613.944	1098.63	655.112	815.861		1903.06	394.133
SYTL2	3440.03	3952.8	2134.69	4583.35	1024.34	1986.57	2094.08	2637.65	2135.39	2439.34	1482.43													
SYTL4	438.236	294.038	236.554	466.202	413.699	312.425	462.635	651.92	298.772	729.961	460.049	606.571	359.716	435.922	601.597			387.49	126.944	273.806	490.914	255.029	250.053	485.595
SYVN1	8623.48	6837.43	6993.41	5418.09	5885.59	7440.35	5510.75	5562.94	5059.75	5291.5	5857.83	6083.89	3289.07	4990.86	2834.58	4725.63	4194.15	4462.99	10049.8	4647.86	4414.25	5772.57	5386.66	6258.34
SZRD1	5825.63	3895.39	5080.7	3459.39	5076.18	6293.38	5032.57	6358.59	4362.37	3306.44	5022.9	5201.86	2060.82	5709.82	2742.05	3926.66	2777.36	4441.53	3034.46	4899.44	2896.34	5088.09	2826.54	3507.66
SZT2	591.859	964.559	295.419	1634.79	706.896	459.025	587.424	469.703	164.629	616.335	319.043	285.333	311.377		854.709		366.582	404.735	374.136	675.062	216.003	509.747	415.095	404.388
TAB1	5318.1	5345.22	4991.31	5457.7	4266.4	4414.62	5658.04	5758.74	5366.85	4532.98	4383.26	5735	3788.06	4399.59	4454.68	4351.22	4532.56	4363.68	5105.48	5850.08	2917.51	4486.88	5861.64	4939.84
TAB2	916.534	1094.01	558.963	1384.98	1053.91	1347.11	1013.6	1048.15	1472.46	1219.71	973.143	1244.93	641.69	893.291	386.084	563.316	726.612	913.152	982.786	468.145	310.125	1281.52	397.446	447.965
TACC1	3431.6	6103.74	4708.49	3437.28	4979.77	4855.08	3856.95	4665.06	5249.57	5053.48	4471.88	4357.18	2651.25	2872.69	2493.64	2808.57	3247.17	2929.5	4258.61	2623.07	3547.24	4007.42	3822.82	2445.35
TACC1;TACC2					2992.75	1840.94		1185.29	1474.69	3145.23	909.094	1391.14	2504.03		1931.58	1208.44	1792.96	847.021	912.727		1229.23	2040.01	1976.89	1592.07
TACC2	5393.2	16913.3	15786.5	20735.5	10757.3	5130.72	22292	14182.5	9608.72	7678.41	4885.02	7428.36	5972.12	14864.2	4162.58	14822.7	7539.49	11197.6	7178.95	12635.7	12526.9	9739.24	14562.2	1494.44
TACC3	2630.61	1391.28	2539.51	874.393	3036.33	1782.79	1902.29	2680.64	1913.11	1384.53	1230.03	1850.78	1913.84	2787.04	2675.1		2333.24	4094.15	1456.79	1235.34	1138.78	1530.93	1454.76	2693.63
TACO1	17961.6	13849.5	18915.7	17613.9	16060.8	20180.7	22631.7	23352.8	13670.2	10115.6	15183.9	16196	6759.26	15672.5	4818.75	11151	7250.81	18897.6	9892.91	15488.6	8807.68	16629.6	11780.1	11089.2
TAF10	3189.74	3707.38	2546.98	3751.07	2238.1	3618.25	2484.14	1088.2	3953.53	1759.19	2471.16	1356.61	2092.87	2310.62	1208.55	2941.86	1893.19	2839.04	2155.51	534.093	3219.2	2453.3	3476.92	2303.46
TAF15	15785.6	7716.38	10549.7	6859.71	28885	19335.8	30432	21720.7	15703.7	11510.5	18908.1	17608	14161.6	14864.7	9842.83	5669.24	6624.46	5403.45	15841.6	3973.21	9079.81	13403.4	17258.6	20248
TAF1;TAF1L	1101.08	2289.81	1314.55	1483.73	1562.86	857.592	824.905	1303.75	2399.24	2123.7	459.679	1629.91	398.647	2641.95			497.529	1381.39		1531.09	815.989	1628.59		820.846
TAF4	892.09		703.085	958.57	1266.62	399.231	1775.46	1266.92	851.312	735.236	459.996	637.365	423.793	306.295				509.874			155.395	493.052	738.041	716.562
TAF5	280.315		211.177		301.375	201.495	343.134	495.536	290.417	146.404	267.688		599.633	98.346							386.886	287.87	617.376	421.031
TAF6	3002.18	2071.63	3434.32	2527.79	5238.21	2704.11	2783.29	2071.73	2181.67	4437.37	4193.99	3850.92	1834.08	3649.82		3113.85	3968.51	2724.91	2896.54	4777.04	2805.53	5830.75	3325.88	4148.13
TAF7	859.599	1174.25	1532.68	866.697	2239.65	1355.73	3702.8	1803.87	1993.91	1722.33	914.379	1052.48	2412.7		1046.64		1868.1		1142.16		1806.44	1563.65	2148.98	872.804
TAF9						1212.03			288.557	798.929	823.309	915.155	820.328								746.321		533.162	576.757
TAGLN	984496	741168	1.09326e+06	642220	386670	538564	111347	232227	1.01625e+06	838006	790661	803462	544352	615231	893080	1.42604e+06	1.46927e+06	1.21372e+06	1.08342e+06	1.29429e+06	451714	949648	504202	883480
TAGLN2	179777	127572	187204	112475	275567	198204	190213	180019	224933	160681	219235	188089	213454	201078	332011	361579	369693	348600	387818	380087	258969	232004	302576	272117
TAGLN2;TAGLN3	61957.2	458.007	66730.9	1200.99	117677	83383.1	61176.4	59356.2	89957.8	20047.1	407645	77886.9	310287	27323.4	474437	92823.6	562178	48889.1	556181	38673.4	231156	117955	242256	250214
TALDO1	193900	151827	179823	128986	170725	160228	166351	187491	181960	154459	150007	158473	88335	129123	98420	131710	105238	151431	147992	156235	111722	144448	121115	106204
TAMM41	9824.07	7397.42	6821.78	7894.35	9205.91	10010.3	7361.89	11382.6	5058.44	6739.94	14261.5	11638.2	5350.52	7330.04	3425.19	5534.54	7945.57	22293.8	3646.51	9390.61	6200.46	7092.32	6799.59	10079
TANC1	2203.32	2887.96	1942.9	2369.82	899.009	1836.48	1482.24	1480.36	2451.06	2316.02	1876.93	2509.66	3320.12	2242.66	1886.46	1888.66	3559.32	2332.57	3462.25	2970.46	1942.21	2391.97	2118.65	3144.48
TANC2	1038.98	1128.06		875.12	1194.98	1681.64	1074.61	848.231	962.152	945.992	1261.36	966.901		724.273			561.519	847.87	1160.92		347.295	1877.05	636.693	754.135
TANGO2	9249.15	4887.05	10035.7	9645.42	4226.66	8102.3	5373.34	7931.45	8034.84	5819.41	8006.01	10670	4663.87	6002.04	4905.75	8837.9	3829.45	6791.54	4636.19	7061.98	3336.05	6302.47	4258.3	6358.45
TANGO6	2139.47	2393.15	2382.58	1626.32	997.922	1093.68	1033.89	1252.3	1991.04	1820.21	611.299	782.343	970.626	1381.3	419.146	495.761	843.386	583.507	1512.36	1589.41	607.419	1126.72	711.873	944.896
TANK	8017.25	5440.69	8048.02	4942.04	4354.89	4993.92	5431.08	5575.99	5399.79	4661.81	4925.7	7362.8	1595.18	4427.44	1856.14	3469.15	3053.57	2723.72	6329.24	4202.93	1905.31	4301.09	3228.77	4039.11
TAOK1	5671.97	3395.4	4512.11	3468.93	7510.91	5744.29	6190.28	6451.05	6707.61	4413.97	7100.23	6700.93	4015.51	2112.61	4072.04	1980.17	7189.87	2633.75	7762.12	3566	5383.9	7031.67	6196.16	5370.88
TAOK1;TAOK2			329.872						1141.16				3974.65		3778.01	1389.01	4740.43	732.538	2543.1	1307.12	4070.79	6734.48	1309.74	1447.35
TAOK1;TAOK2;TAOK3	4113.36		1288.4		1531.94	1898.99		1169.6	1903.17	880.032		3199.32			370.329				922.727	6589.97	880.969			
